23.45,5.41
26.03,6.3
21.73,4.21
23.66,4.5
26.54,5.63
26.62,5.67
23.59,4.33
20.05,3.54
20.67,3.86
25.97,5.66
24.92,4.59
25.58,5.04
28.74,5.87
24.69,3.73
29.39,6.02
28.47,5.6
28.66,5.5
25.49,4.39
28.57,5.68
28.23,6.05
21.42,2.61
30.99,6.59
20.79,2.65
22.99,4.43
23.56,5.18
23.36,5.27
19.03,3.52
24.53,5.76
19.56,4.3
20.9,4.45
